,A,Crp,CytR
hot_tale__hot_ale8_37c__2,-2.7411675532,-0.044047578000000004,-0.16385921750000002
hot_tale__hot_ale8_44c__1,-1.7143327361,0.07381628,0.4925366425
hot_tale__hot_ale8_44c__2,-1.859401142,0.140506256,0.5618525765
hot_tale__hot_ale9_mid_30c__1,-1.5054495966,0.119931675,-0.5225925945000001
hot_tale__hot_ale9_mid_30c__2,-1.2819290808,0.10594186400000001,-0.34422802950000003
hot_tale__hot_ale9_30c__1,-2.3657942619,0.057352916000000004,-0.4639062345
hot_tale__hot_ale9_30c__2,-2.4170683438,0.174084083,-0.2458357965
hot_tale__hot_ale9_mid_37c__1,-2.2616754745,-0.07088768,-0.2571983865
hot_tale__hot_ale9_mid_37c__2,-2.1725484984,0.028525377,-0.15996409550000001
hot_tale__hot_ale9_37c__1,-2.6403884577,0.032825572000000004,-0.18568707850000002
hot_tale__hot_ale9_37c__2,-2.8470732838,0.037217243000000004,-0.2631662945
hot_tale__hot_ale9_mid_44c__1,-2.4768947874,0.286125693,0.5926849345
hot_tale__hot_ale9_mid_44c__2,-1.6961800980000001,0.30561196300000004,0.2907348135
hot_tale__hot_ale9_44c__1,-2.0058287975,-0.027297961000000003,0.5154522425
hot_tale__hot_ale9_44c__2,-2.3028071727,-0.086313521,0.2212419025
hot_tale__hot_ale10_30c__1,-2.603967407,0.23749544300000003,-0.3877233405
hot_tale__hot_ale10_30c__2,-2.2813837377,0.42203483300000005,-0.3291439695
hot_tale__hot_ale10_37c__1,-2.646100399,0.06875389400000001,-0.39213556050000004
hot_tale__hot_ale10_37c__2,-2.6989101161,0.12083432100000001,-0.3035666955
hot_tale__hot_ale10_44c__1,-1.9080997412,-0.035753444,0.2238910705
hot_tale__hot_ale10_44c__2,-2.2990133029,0.110043497,0.1407821725
hot_tale__hot_ale16_30c__1,-2.5129754871000003,0.129309161,-0.5541150205
hot_tale__hot_ale16_30c__2,-2.7544827062,0.251086443,-0.45982797150000004
hot_tale__hot_ale16_37c__1,-3.419946098,-0.022647861000000002,-0.23845900550000002
hot_tale__hot_ale16_37c__2,-3.4298395046,-0.007290675000000001,-0.2668189545
hot_tale__hot_ale16_44c__1,-3.5048974345,0.039920518,0.5613358105
hot_tale__hot_ale16_44c__2,-3.4517054709,0.206041613,0.7440599565
pdhr_ale__pdhR-13_51__1,-0.8536009036000001,0.426042593,-0.6059562595
pdhr_ale__pdhR-13_51__2,-0.9893548221,0.345369843,-0.5586971355
pdhr_ale__pdhR-14_46__1,0.2730937476,0.413744223,-0.9813478515
pdhr_ale__pdhR-14_46__2,1.0409750577,0.374689043,-0.7687797345
pdhr_ale__pdhR-15_51__1,0.0823589968,0.208151253,-0.8905447735
pdhr_ale__pdhR-15_51__2,0.23291241370000001,0.291227723,-0.8777972265
pdhr_ale__pdhR-16_49__1,1.052130155,0.35863981300000003,-0.8815797705
pdhr_ale__pdhR-16_49__2,1.3046978062,0.29102474300000003,-1.1599954045
tcs__del_atoC_LiAcet__1,2.5515854811,0.372321163,-0.1400512485
tcs__del_atoC_LiAcet__2,2.8958065384,0.554500683,-4.86775e-05
tcs__del_atoC_LiCl__1,3.3315999896,0.729717593,0.017586591500000002
tcs__del_atoC_LiCl__2,3.4494064378,0.8032040530000001,0.0674023205
tcs__del_atoC_m9__1,2.7564369129,0.699493633,0.0048327365
tcs__del_atoC_m9__2,2.8680804839,0.8078232030000001,0.0451937865
tcs__del_baeR_etoh__1,10.6820030995,0.7253874130000001,-0.3263048435
tcs__del_baeR_etoh__2,10.8961145331,0.8432000030000001,-0.1520079035
tcs__del_baeR_lb__1,3.1125005512,0.45295403300000003,-1.0146703165
tcs__del_baeR_lb__2,3.0624291002,0.513648663,-0.9953099815
tcs__del_btsR_01xlb__1,6.3982036707,-1.00432669,-1.9199530815
tcs__del_btsR_01xlb__2,6.2358263732,-1.132510871,-1.9522560285
tcs__del_btsR_lb__1,10.4498682597,0.905930643,1.9502113085000001
tcs__del_btsR_lb__2,10.8240262782,0.882795573,1.9634152555000002
tcs__del_btsR_pyruvate__1,6.1273655958,-1.207481932,-2.1177405625
tcs__del_btsR_pyruvate__2,6.0020239414,-1.260247428,-2.1694742835
tcs__del_cpxR_etoh__1,10.688459562,1.209290043,0.5309818975
tcs__del_cpxR_etoh__2,10.8475771452,1.196778413,0.4131168045
tcs__del_cpxR_lb__1,3.0362886423,0.560846033,-0.9298227785000001
tcs__del_cpxR_lb__2,3.0668035952,0.640789563,-0.8483607985
tcs__del_cusR_CuSO4__1,4.6283162753,1.046254113,0.23618986050000002
tcs__del_cusR_CuSO4__2,4.4921587086,1.048489943,0.1619739285
tcs__del_cusR_lb__1,9.4265810982,0.995224693,1.6151023705
tcs__del_cusR_lb__2,9.0450316124,1.040602243,1.4389660105
tcs__del_kdpE_01-kcl__1,1.4222459844,0.088105161,-1.1081846595
tcs__del_kdpE_01-kcl__2,1.6473430324,0.12273579200000001,-1.0058284465
tcs__del_kdpE_115-kcl__1,0.2471894416,0.04519701,-1.2082843025
tcs__del_kdpE_115-kcl__2,0.16505840970000002,-0.003365355,-1.3790902465000001
tcs__del_phoB_m9__1,2.1586050957,0.731063943,-0.3966295785
tcs__del_phoB_m9__2,2.3264914344,0.757859213,-0.3689483355
tcs__del_phoB_m9p__1,0.8940585468000001,-0.51730162,-1.7826454885
tcs__del_phoB_m9p__2,1.185826961,-0.48681598000000004,-1.7062664355
tcs__del_rcsB_etoh__1,9.9096007655,0.858421713,0.6467472455000001
tcs__del_rcsB_etoh__2,9.9092048434,0.9214160130000001,0.8510905125
tcs__del_rcsB_lb__1,2.8204903047,0.6655188230000001,0.1486168035
tcs__del_rcsB_lb__2,2.3461260012,0.700550933,0.19087307750000002
tcs__del_zraR_lb__1,6.7872542314,0.536767573,2.1868380975
tcs__del_zraR_lb__2,7.1741562779,0.5696375730000001,2.1238289805
tcs__del_zraR_zncl2__1,4.9941281117,0.833890483,1.4798069375
tcs__del_zraR_zncl2__2,5.2183139932,0.8158754130000001,1.5202533875
tcs__wt_01-kcl__1,2.7850924164,-0.04219238,-1.5598401665
tcs__wt_01-kcl__2,2.6908152613,-0.041591509000000006,-1.2600530275000001
tcs__wt_01xlb__1,6.2141865145,-1.18682151,-1.9977682295
tcs__wt_01xlb__2,6.0069059943,-1.187464975,-1.9306544225
tcs__wt_115-kcl__1,0.3586008372,-0.09970663,-1.2860245745
tcs__wt_115-kcl__2,0.40607210330000004,-0.12142913200000001,-1.1889033935
tcs__wt_CuSO4__1,5.5776839308,0.733850203,0.8763198895000001
tcs__wt_CuSO4__2,5.5889101642,0.730520613,0.8554818115
tcs__wt_etoh__1,10.3374863355,0.575463063,1.1681601395
tcs__wt_etoh__2,10.1267293714,0.539484413,1.1746885185
tcs__wt_lb__1,2.9815955265,0.9893765630000001,-0.0952187895
tcs__wt_lb__2,3.1479628781,1.092255943,-0.1247979815
tcs__wt_LiAcet__1,3.2503291667,0.649175273,-0.17094064450000002
tcs__wt_LiAcet__2,3.1054077691,0.406217943,-0.1353737925
tcs__wt_LiCl__1,3.6324391174,0.574315623,-0.1805796305
tcs__wt_LiCl__2,3.3572247528,0.6016396030000001,-0.1745452755
tcs__wt_m9p__1,1.9223997563,-0.395497808,-1.5062211765
tcs__wt_m9p__2,2.0422383812,-0.420119436,-1.5447030755
tcs__wt_pyr__1,6.3170370728,-1.287916309,-2.0611990265
tcs__wt_pyr__2,6.5442640428,-1.163147485,-2.2153456705
tcs__wt_zncl2__1,7.033990862,0.665530193,1.3536057985
tcs__wt_zncl2__2,7.0598768216,0.6831118230000001,1.3002222355
ros_tale__1_112_0pq__1,-2.4981162583,0.040594261,0.07381515350000001
ros_tale__1_112_0pq__2,-1.6980337718,0.219280403,-0.053214380500000005
ros_tale__1_112_250pq__1,0.28429821250000004,1.110700303,-0.8669000255
ros_tale__1_112_250pq__2,-0.1241119771,0.843117993,-0.8928870855000001
ros_tale__1_112_750pq__1,0.1795562337,0.9049245530000001,-0.9654236775
ros_tale__1_112_750pq__2,-0.0972446725,1.048487963,-1.0062648065
ros_tale__1_112_750pq__3,-0.6102024968,0.7018120830000001,-1.0916211335
ros_tale__3_76_0pq__1,-2.8071676763999998,0.40668794300000005,0.34641316650000004
ros_tale__3_76_0pq__2,-2.5585848735,0.36532405300000004,0.2036339325
ros_tale__3_76_0pq__3,-2.9708415173000002,0.389190503,0.15476750050000002
ros_tale__3_76_0pq__4,-3.0724829043,0.43728822300000003,0.2868623845
ros_tale__3_76_250pq__1,-0.37977415270000003,-0.610562742,-0.6464056565
ros_tale__3_76_250pq__2,-1.640446017,-0.773419076,-0.3950611445
ros_tale__3_76_750pq__1,-3.1387185509,0.051653856000000005,-0.5837539205
ros_tale__3_76_750pq__2,-3.8190401629,-0.9425002680000001,-0.5115175655
ros_tale__7_103_0pq__1,0.23333919290000002,0.7026568830000001,0.28265737550000003
ros_tale__7_103_0pq__2,1.0220085105,0.947477173,0.11895285450000001
ros_tale__7_103_0pq__3,0.6848783713000001,0.7939082030000001,0.3881060645
ros_tale__7_103_0pq__4,1.181801609,1.056964733,0.2124076145
ros_tale__7_103_250pq__1,0.18990252130000002,-0.24247490100000002,-0.5329394805000001
ros_tale__7_103_250pq__2,1.2500680722,-0.20438087800000002,-0.27734914250000003
ros_tale__7_103_750pq__1,1.2499056425,0.088597729,-0.5233077665
ros_tale__7_103_750pq__2,0.8291161657,0.14973729300000002,-0.5169291235
ros_tale__9_77_0pq__1,1.4067661586,-0.7757600000000001,-0.3706502975
ros_tale__9_77_0pq__2,1.5100583925,-0.573824628,-0.32750526550000003
ros_tale__9_77_250pq__1,0.2168252973,-0.910153037,-0.2027358655
ros_tale__9_77_250pq__2,0.3625593831,-0.9544832510000001,-0.7484364575
ros_tale__9_77_750pq__1,0.8172840796,-0.588176502,-0.37092867150000003
ros_tale__9_77_750pq__2,0.42494934840000004,-0.8824148350000001,-0.25707733450000003
ros_tale__11_83_0pq__1,-0.750931291,0.767703793,-0.8543914365
ros_tale__11_83_0pq__2,-0.6023329082000001,0.727341753,-0.8023944125
ros_tale__11_83_250pq__1,-0.7130173883,0.616797033,-1.2333131835
ros_tale__11_83_250pq__2,0.3343265211,0.8796841830000001,-1.3355741715
ros_tale__11_83_750pq__1,0.8116486337000001,0.9722065830000001,-1.4284271425
ros_tale__11_83_750pq__2,0.9059139467,1.096863553,-1.3487435655
ros_tale__13_87_0pq__1,-0.0320846447,0.40261139300000004,-0.9446144555
ros_tale__13_87_0pq__2,-0.4182931694,0.201186783,-0.8450415255
ros_tale__13_87_250pq__1,0.2263501518,0.613315693,-0.9636668415
ros_tale__13_87_250pq__2,0.9802219513,0.806008833,-0.9334043585
ros_tale__13_87_750pq__1,1.6143789444,1.099164733,-1.2191844685
ros_tale__13_87_750pq__2,1.3431035277,1.124829123,-1.1433809015
ros_tale__14_27_0pq__1,-1.1053186167,-0.037079376000000004,0.0590095335
ros_tale__14_27_0pq__2,-0.7236106117000001,-0.11367244900000001,0.2646154075
ros_tale__14_27_250pq__1,-0.3963612883,0.407816973,0.3744430375
ros_tale__14_27_250pq__2,-0.25176201200000003,0.321498873,0.5291226985
ros_tale__14_27_750pq__1,3.8338217649,0.963881143,-1.1946006985
ros_tale__14_27_750pq__2,3.5321099052,1.226371643,-1.5102763055000001
ros_tale__16_28_250pq__1,-0.7588099868,0.654686623,-0.0001999985
ros_tale__16_28_250pq__2,-0.9212181132,0.625724853,0.0158131405
ros_tale__16_32_0pq__1,1.7962307663,1.494979073,-1.3555550645
ros_tale__16_32_0pq__2,1.5619812679,1.442336843,-1.3238687985
ros_tale__16_32_0pq__3,-2.3030481795,0.607936503,-0.1803874215
ros_tale__16_32_0pq__4,-3.0121845224,0.622877623,-0.0982633475
ros_tale__16_32_250pq__1,-1.2872961418,0.496195963,-0.2634584115
ros_tale__16_32_250pq__2,-1.3428064161,0.602191523,-0.24659532650000002
ros_tale__16_32_750pq__1,-0.5831408296,0.625901413,-0.5797315255000001
ros_tale__16_32_750pq__2,0.5182543293,1.045357503,-0.9117536965
ros_tale__17_104_0pq__1,3.2821815829,1.6003325529999999,-2.3457423945
ros_tale__17_104_0pq__2,3.46133101,1.598090103,-2.4104891995
ros_tale__17_104_250pq__1,2.9978494083,0.982030343,-0.9125237435
ros_tale__17_104_250pq__2,2.7476719112,1.277154773,-1.1383227745
ros_tale__17_104_250pq__3,2.880774653,1.232406513,-0.9037239415
ros_tale__17_104_250pq__4,1.7448617777000002,0.6953416530000001,-0.6239041025000001
ros_tale__17_104_750pq__1,2.4030520026,1.004531303,-0.9047685285
ros_tale__17_104_750pq__2,2.0965820702,0.830057743,-1.1021343075
ros_tale__18_24_250pq__1,1.2784968194,0.46653734300000005,-0.2608177555
ros_tale__18_24_250pq__2,0.9177115245,0.224964563,-0.20112382850000002
ros_tale__18_36_0pq__1,0.5409947712000001,1.323272493,-1.1376719235000001
ros_tale__18_36_0pq__2,0.9960630526,1.432955703,-1.2590785385
ros_tale__18_36_0pq__3,-1.8018957952,0.225153443,-0.24565348150000002
ros_tale__18_36_0pq__4,-0.5737052252,0.48006017300000003,-0.2164464305
ros_tale__18_36_250pq__1,0.0784201564,0.43674846300000003,-0.4671630305
ros_tale__18_36_250pq__2,0.1697720687,0.46680216300000005,-0.4537723535
ros_tale__18_36_750pq__1,2.2005801712,0.390658013,-1.8718332225
ros_tale__18_36_750pq__2,2.2371869844,0.545242793,-2.1778521135
ros_tale__19_91_0pq__1,3.3285801128,0.982287223,-2.1919358565
ros_tale__19_91_0pq__2,3.1907821709,0.887445543,-2.0630237625
ros_tale__19_91_250pq__1,2.0761568491,0.5704754430000001,-1.5800692205
ros_tale__19_91_250pq__2,2.2222918997,0.592155203,-1.7914141465000002
ros_tale__19_91_750pq__1,0.9056610781000001,0.307201803,-1.1632691675
ros_tale__19_91_750pq__2,1.8533341097,0.42239436300000005,-1.8807352455
ros_tale__19_91_750pq__3,1.9809950181,0.6522730330000001,-0.9379029175
ros_tale__19_91_750pq__4,2.3229185407,0.25258847300000004,-1.3384009295000001
ros_tale__21_97_0pq__1,-2.0740219423,-0.387833971,0.2854849595
ros_tale__21_97_0pq__2,-1.7691258805999999,-0.184451325,0.49034752950000005
ros_tale__21_97_250pq__1,-2.0275260468,0.006036631000000001,0.09022300450000001
ros_tale__21_97_250pq__2,-1.6825097998,0.018638846,0.1675051165
ros_tale__21_97_750pq__1,-1.652213882,0.231216303,0.28913428750000003
ros_tale__21_97_750pq__2,-1.6644480818,-0.144563632,0.3768106445
ros_tale__25_111_0pq__1,-2.5219005148,0.079864026,-0.2087384725
ros_tale__25_111_0pq__2,-1.1158773061,0.7592634930000001,-0.49308532450000003
ros_tale__25_111_250pq__1,-1.0177580061,0.17330999300000002,-0.27710151650000003
ros_tale__25_111_250pq__2,-0.6928216966,0.429255013,-0.8089405675
ros_tale__25_111_750pq__1,-0.4018470121,0.557660793,-0.6080911875
ros_tale__25_111_750pq__2,0.0265331761,0.305956793,-0.3581527235
ros_tale__29_119_0pq__1,-1.4334726326,0.860010453,-0.8044619275
ros_tale__29_119_0pq__2,-0.6871556661,0.9657211630000001,-1.3378208185
ros_tale__29_119_250pq__1,0.0346197464,0.8571940530000001,-1.3703358145
ros_tale__29_119_250pq__2,-0.21272814950000002,0.8164901330000001,-1.5054186354999999
ros_tale__29_119_750pq__1,0.0290340806,1.026877023,-1.4363893325000001
ros_tale__29_119_750pq__2,-0.0381005673,0.8530044830000001,-1.5583468965
ros_tale__ALE4_0pq__1,-1.4282802511,0.329227253,-0.3477072685
ros_tale__ALE4_0pq__2,-1.1449473667,0.307710333,-0.36021981750000004
ros_tale__ALE4_250pq__1,3.3090081403,1.452259763,-1.2775337195
ros_tale__ALE4_250pq__2,3.2455075067,1.438498573,-1.3933901395000001
pcoli__atASMT_325G__1,-1.0795552505,0.39244801300000004,-0.0384645735
pcoli__atASMT_325G__2,-1.1100028386,0.38625268300000004,0.0208979085
pcoli__bpTDC__1,-1.3596009374,0.406975843,-0.1182733985
pcoli__bpTDC__2,-1.2227592496,0.42339976300000004,-0.2292493375
pcoli__BRCA__1,-2.8163715308,0.19224848300000003,-0.0351885865
pcoli__BRCA__2,-2.8649289624,0.130605479,-0.056410312500000004
pcoli__BRCActrl__1,-0.4655672671,0.529755863,0.0138595985
pcoli__BRCActrl__2,0.1091376331,0.603931893,-0.018028330500000002
pcoli__BRCAswap__1,-0.3315684269,0.502758963,-0.1277501695
pcoli__BRCAswap__2,-0.22558937510000002,0.5975511530000001,-0.31290536350000003
pcoli__btAANAT__1,-0.5073183215,0.44156927300000004,-0.0273544005
pcoli__btAANAT__2,0.23238852140000002,0.593116823,0.0959644395
pcoli__btASMT__1,-0.6843777825,0.526768513,-0.22959371650000002
pcoli__btASMT__2,-0.3738565873,0.43985790300000005,-0.30762372050000003
pcoli__CC1__1,1.5089719083,0.525016043,-0.20868432950000002
pcoli__CC1__2,1.4825614188,0.7535511330000001,-0.2306771605
pcoli__ccCOMT__1,-0.7620383603,0.324298403,-0.1398165365
pcoli__ccCOMT__2,-1.0400342681,0.324672993,-0.1598225475
pcoli__ckDDC__1,1.6516283162,0.44124815300000003,-0.09242307050000001
pcoli__ckDDC__2,2.2955025258,0.327799773,-0.1759196345
pcoli__CNTF_belt__1,-0.0364173763,0.45389948300000005,-0.1638559035
pcoli__CNTF_belt__2,0.5550770939,0.769870103,-0.46019552550000004
pcoli__cobPNMT__1,0.045183570400000005,0.319938133,-0.1639191075
pcoli__cobPNMT__2,0.19811338220000002,0.31512674300000004,-0.2014090105
pcoli__cvPhhB__1,-1.6151665331,0.310797363,0.1374938005
pcoli__cvPhhB__2,-0.8913212540000001,0.447846893,0.2088871135
pcoli__ggAANAT__1,-1.2004064719,0.307534513,0.1290913815
pcoli__ggAANAT__2,-1.1579326168,0.222644383,0.1303284275
pcoli__ggTPH__1,-1.0361601014,0.341263333,0.10030910550000001
pcoli__ggTPH__2,-1.6076399951,0.27857460300000003,0.11522542250000001
pcoli__hsAANAT__1,3.3273943438,0.729185823,-0.34625535150000003
pcoli__hsAANAT__2,2.7994578007,0.851554463,-0.5084168305
pcoli__hsASMT__1,-1.2018922355,0.358384973,-0.0501059725
pcoli__hsASMT__2,-1.0317735212,0.436830013,-0.0634155015
pcoli__hsPNMT_mb__1,-0.2717655691,0.303904393,-0.20475313450000002
pcoli__hsPNMT_mb__2,-0.2412134689,0.315796993,-0.1383225185
pcoli__hsTPH__1,-2.183084886,0.05462642,-0.07015985150000001
pcoli__hsTPH__2,-1.3803745568,0.23617991300000002,0.24965454150000002
pcoli__hsTPH_E2K__1,0.8990711544000001,0.708976563,-0.0653345535
pcoli__hsTPH_E2K__2,1.0057545457,0.661218473,-0.11784678650000001
pcoli__hsTPH_E2K_N91I_P99C__1,-1.7329929342,0.188410083,0.0685568515
pcoli__hsTPH_E2K_N91I_P99C__2,-1.7739068146,0.048706611000000004,0.0099448135
pcoli__hsTPH_N158trunc__1,0.4992757719,0.450496543,0.0507700305
pcoli__hsTPH_N158trunc__2,0.7055760559,0.38589769300000004,-0.0844847205
pcoli__hsTPH_N174trunc__1,-0.1229567958,0.383639033,0.0441573595
pcoli__hsTPH_N174trunc__2,0.2940238395,0.653379393,0.28666285750000003
pcoli__hsTPH_Ntermtrunc__1,1.2284215562,0.507616873,0.0644961525
pcoli__hsTPH_Ntermtrunc__2,1.3699609005,0.580596903,-0.3887839475
pcoli__hsTPH1__1,0.5384210607000001,0.525567793,-0.0932881675
pcoli__hsTPH1__2,0.3439929695,0.541530923,-0.1549685205
pcoli__MBP__1,-0.47358367300000004,-0.3459771,-0.3266730155
pcoli__MBP__2,0.6953616132,0.026489270000000002,-0.0337186715
pcoli__msCOMT__1,-2.8089790362000002,-0.10757295,0.0499746535
pcoli__msCOMT__2,-2.8837435472,-0.092380891,0.0889476595
pcoli__ocAANAT__1,-0.9973294564,0.31963151300000003,-0.0086480105
pcoli__ocAANAT__2,-0.7286445483,0.29391968300000004,-0.0449717135
pcoli__osTDC_K374H__1,1.4370957454,0.686319663,-0.4705547035
pcoli__osTDC_K374H__2,2.1529544848,0.6933763230000001,-0.8204095595
pcoli__osTDC_K374L__1,-2.6359712013000003,-0.030107003,0.2097077045
pcoli__osTDC_K374L__2,-2.3218452275,0.15281107300000002,0.0776068355
pcoli__osTDC_K374Q__1,-0.1308038574,0.448557103,-0.0062383585
pcoli__osTDC_K374Q__2,-0.16639273270000002,0.464314863,-0.0383684235
pcoli__osTDC_L360V__1,-1.0793071148,0.296624173,0.0358648405
pcoli__osTDC_L360V__2,-0.1988374684,0.38201686300000004,-0.041457086500000004
pcoli__pmTPH__1,-2.8670990962,-0.100263604,0.2687813395
pcoli__pmTPH__2,-2.2351475057,0.082263955,0.1536480535
pcoli__RFC__1,-0.7598725277,0.068137152,-0.0984136005
pcoli__RFC__2,-0.9732354069,0.008882816,0.0127214045
pcoli__RFCctrl__1,2.6335148549,0.452268993,-0.35000101650000004
pcoli__RFCctrl__2,2.3348852586,0.516558493,-0.6019422545
pcoli__RFCnopause__1,2.9473199871,0.670868723,-0.25914219850000003
pcoli__RFCnopause__2,3.3224011994,0.6748039730000001,-0.5144389985
pcoli__RFCpluspause__1,3.229406559,0.764061093,0.2219806205
pcoli__RFCpluspause__2,3.2428074452,0.521421413,0.1654049135
pcoli__rnCOMT_sol__1,2.548689938,0.8270174130000001,-0.49113421150000003
pcoli__rnCOMT_sol__2,2.6873623726,0.6395325230000001,-0.5434260355
pcoli__rnPNMT__1,-1.9163432891,0.16358693300000002,0.1291285385
pcoli__rnPNMT__2,-2.0086149509,0.07451194300000001,0.1785564765
pcoli__rnTDC__1,-2.3757010138,0.087983618,-0.0101728635
pcoli__rnTDC__2,-2.0124498078,0.171146073,0.0861459395
pcoli__rnTDC_trunc__1,-1.6998513511,0.30755714300000003,0.1580058365
pcoli__rnTDC_trunc__2,-1.1703488034,0.43504015300000004,0.3154832735
pcoli__saCOMT_T2A__1,-1.5108284411000001,0.333583893,0.1311343835
pcoli__saCOMT_T2A__2,-1.5846504549,0.403870763,0.0954092415
pcoli__sfCOMT__1,-1.4411938279,0.157244413,-0.0819350445
pcoli__sfCOMT__2,-1.7233566866,0.06503750800000001,-0.1146758675
pcoli__sgAANAT_D63G__1,-0.7768140919000001,0.18900217300000002,0.1250340325
pcoli__sgAANAT_D63G__2,-0.8282952473,0.430522603,0.0290259575
pcoli__ssDDC__1,-1.372074454,0.20759201300000002,0.1286199985
pcoli__ssDDC__2,-0.9464053824,0.325140303,-0.028852014500000002
pcoli__TP53B__1,-0.5724881481,0.423739103,-0.0370971005
pcoli__TP53B__2,-0.8315656997,0.44374538300000005,0.0231172855
pcoli__WT__1,2.2215680921,0.547181673,-0.5423311705
pcoli__WT__2,1.9740623646,0.433431683,-0.1971669255
cck__glu_ale4__1,-1.3981433352,0.10431546100000001,0.0533648315
cck__glu_ale4__2,-1.0936935948,0.212229043,-0.39381163350000004
cck__cck_ale1__1,-0.45264422870000004,0.14875797300000002,-0.2552206925
cck__cck_ale1__2,-0.4100330296,0.21173196300000002,-0.21661288150000002
cck__cck_ale2__1,-0.5211246079,0.24320085300000002,-0.2266670965
cck__cck_ale2__2,-0.7653572972,0.21966280300000002,-0.2748558345
cck_pgi__gmos_delpgi__1,-0.1801889342,0.6099491930000001,0.1928940535
cck_pgi__gmos_delpgi__2,-0.0029900101,0.5151660730000001,0.4880785785
cck_pgi__pgi_ale1__1,-3.4789210396,0.087196909,0.46804834850000004
cck_pgi__pgi_ale1__2,-1.8450961326000002,0.47036157300000003,0.0212374365
cck_pgi__pgi_ale2__1,-0.4620861674,0.645027843,0.005673343500000001
cck_pgi__pgi_ale3__1,-2.4489826146,0.257702043,0.4302779745
cck_pgi__pgi_ale3__2,-1.7651124946999999,0.527121343,0.1402612445
cck_pgi__pgi_ale4__1,-0.641723111,0.02567041,-0.0815082465
cck_pgi__pgi_ale4__2,0.42810245220000004,0.149264913,-0.5865281245
cck_pgi__pgi_ale4__3,0.48117417100000004,0.23104943300000003,-0.5320517335
cck_pgi__pgi_ale5__1,-2.1885484227,0.264446703,0.40166357750000004
cck_pgi__pgi_ale5__2,-1.2633726618,0.491011093,0.2380464645
cck_pgi__pgi_ale6__1,-2.3840031806,0.40659345300000005,0.5276609145
cck_pgi__pgi_ale6__2,-1.0972215783000001,0.629358233,0.35486636250000003
cck_pgi__pgi_ale7__1,-2.6044567613,0.41980537300000004,0.6157072165
cck_pgi__pgi_ale7__2,-1.2490231944,0.725253033,0.3297557145
cck_pgi__pgi_ale8__1,-0.7328116409000001,0.29002768300000004,-0.1233258485
cck_pgi__pgi_ale8__2,0.4757999229,0.6440838830000001,-0.1835229535
cck_sdh__gmos_delsdhCB__1,3.4222828611000002,0.8479485130000001,-0.021493632500000002
cck_sdh__gmos_delsdhCB__2,2.5547467238,0.829896053,-0.32393117250000003
cck_sdh__sdh_ale1__1,0.25344139920000003,0.544071473,-0.1933954765
cck_sdh__sdh_ale1__2,0.8486792246,0.5592394930000001,-0.2522135715
cck_sdh__sdh_ale2__1,0.0565903189,0.47991167300000004,-0.2911422195
cck_sdh__sdh_ale3__1,0.4226015366,0.556417913,-0.1483990905
cck_sdh__sdh_ale3__2,0.19863947240000002,0.493899293,-0.17416122050000002
cck_sdh__sdh_ale3__3,-0.2056623159,0.485328093,-0.2611155645
cck_pts__gmos_delptsHIcrr__1,0.4706583995,0.464496883,0.07098512950000001
cck_pts__gmos_delptsHIcrr__2,1.2918659338,0.649161093,0.3653020335
cck_pts__pts_ale1__1,1.6735036858,0.32947587300000003,1.5945982005000001
cck_pts__pts_ale1__2,1.7253400128,0.296778353,1.5796817015
cck_pts__pts_ale2__1,-0.9234947522,0.201890953,0.4531905245
cck_pts__pts_ale2__2,-0.654510428,0.275129713,0.5412968645
cck_pts__pts_ale3__1,2.9859688,-0.445342181,2.1008455875
cck_pts__pts_ale3__2,3.2403066379,-0.14552193800000002,2.2660206875
cck_pts__pts_ale4__1,-1.5446682369,0.420678743,0.2562050245
cck_pts__pts_ale4__2,-2.0170052797,0.387503033,0.2005721625
cck_gnd__gmos_delgnd__1,3.3893019198,0.515541103,-0.43058759550000003
cck_gnd__gmos_delgnd__2,3.5583895961,0.419079603,-1.0041161405
cck_gnd__gnd_ale1__1,-1.1226174744,0.113228532,-0.2060636055
cck_gnd__gnd_ale1__2,-1.051912272,0.145492598,-0.1666777995
cck_gnd__gnd_ale2__1,-0.7581811241,0.057324061,-0.2985368715
cck_gnd__gnd_ale2__2,-0.8413237928,0.051602317,-0.2715662695
cck_gnd__gnd_ale3__1,-0.9837298120000001,0.047017895000000004,-0.13885152850000002
cck_gnd__gnd_ale3__2,-1.1156068854,0.07806117700000001,-0.2797855865
cck_tpiA__gmos_deltpiA__1,0.0449033973,0.554945433,-0.1909568515
cck_tpiA__gmos_deltpiA__2,-2.1216231726,0.648474443,-0.21186425050000002
cck_tpiA__tpiA_ale1__1,-0.9847867881000001,0.5753141230000001,0.7057552635000001
cck_tpiA__tpiA_ale1__2,-0.8877027190000001,0.5862271530000001,0.7098879425
cck_tpiA__tpiA_ale2__1,-1.7396727859,0.693161793,0.4802996875
cck_tpiA__tpiA_ale2__2,-1.6082941443,0.48257620300000004,0.23697608550000002
cck_tpiA__tpiA_ale3__1,-0.9305905144000001,0.44486670300000003,0.4752652725
cck_tpiA__tpiA_ale3__2,-1.3787986144,0.424267453,0.2181898605
cck_tpiA__tpiA_ale4__1,-1.091057629,0.227203863,0.29758710450000003
cck_tpiA__tpiA_ale4__2,-1.2198494531,0.196128253,0.2778743675
acid_tale__acid_ale1_pH7__1,-0.8483860699,0.152688973,-0.5005772135000001
